city_id,country,latitude,longitude,name,nr_hotels,timezone_name,timezone_offset
3870344,mx,27.9832992553711,-111.050003051758,La Soledad,0,America/Hermosillo,-7
3870236,mx,28.0167007446289,-111.116996765137,La Huerta,0,America/Hermosillo,-7
3870040,mx,28.86669921875,-112.032997131348,Kino Nuevo,0,America/Hermosillo,-7
3870038,mx,28.9500007629395,-112.083000183105,San Miguel,0,America/Hermosillo,-7
3869946,mx,29.1499996185303,-110.883003234863,El Saucito,0,America/Hermosillo,-7
3869400,mx,30.75,-113.099998474121,Santo Tomás,0,America/Hermosillo,-7
3869371,mx,31.3166999816895,-109.583000183105,Progreso,0,America/Hermosillo,-7
3869301,mx,31.2999992370605,-113.491996765137,Las Conchas,0,America/Hermosillo,-7
3868939,se,60.3166999816895,18.5666999816895,Vargsskär,0,Europe/Stockholm,1
3868716,se,60.13330078125,18.5499992370605,Tirsdalen,0,Europe/Stockholm,1
3868704,se,60.0250015258789,18.7833003997803,Johannevik,0,Europe/Stockholm,1
3868701,se,60,18.7833003997803,Holmsberg,0,Europe/Stockholm,1
3868596,se,59.88330078125,18.86669921875,Baggboda,0,Europe/Stockholm,1
3868519,ru,56.2277984619141,162.477996826172,Ust'-Kamchatsk Staryy,0,Asia/Kamchatka,12
3867883,se,59.9000015258789,18.9666996002197,Söderbyle,0,Europe/Stockholm,1
3866696,cn,33.4500007629395,120.300003051758,Qingfengdadui,0,Asia/Shanghai,8
3866645,cn,33.7667007446289,120.233001708984,Hexing,0,Asia/Shanghai,8
3866543,cn,33.2167015075684,119.333000183105,Huazhuang,1,Asia/Shanghai,8
3866533,cn,33.24169921875,119.383003234863,Wangyugang,0,Asia/Shanghai,8
3866526,cn,33.2667007446289,119.317001342773,Jiangjiaqiao,1,Asia/Shanghai,8
3866507,cn,33.36669921875,119.016998291016,Liuzhuang,0,Asia/Shanghai,8
3866433,cn,33.5332984924316,119.150001525879,Chengdong,0,Asia/Shanghai,8
3866411,cn,33.5999984741211,119.133003234863,Xuyangzhuang,0,Asia/Shanghai,8
3866410,cn,33.5917015075684,119.083000183105,Bochi,0,Asia/Shanghai,8
3866356,cn,33.7667007446289,119.782997131348,Dengshe,1,Asia/Shanghai,8
3866346,cn,33.7667007446289,119.317001342773,Paifang,1,Asia/Shanghai,8
3866343,cn,33.7750015258789,119.133003234863,Wangzhuang,0,Asia/Shanghai,8
3866330,cn,33.7999992370605,119.266998291016,Zhuma,0,Asia/Shanghai,8
3866271,cn,33.7832984924316,119.833000183105,Xiayaowan,0,Asia/Shanghai,8
3866263,sy,32.7806015014648,35.6833000183105,Qal‘at al Ḩişn,0,Asia/Jerusalem,2
3866261,sy,32.8361015319824,35.6861000061035,Lūbiyat Wādis,0,Asia/Jerusalem,2
3866258,sy,32.875,35.75,Al Qaş‘īyah,0,Asia/Jerusalem,2
3866249,sy,32.997200012207,35.6805992126465,Şanawbar,0,Asia/Jerusalem,2
3866184,cn,32.5360984802246,120.456001281738,Maotangqiao,0,Asia/Shanghai,8
3866181,cn,32.5443992614746,120.119003295898,Hudai,0,Asia/Shanghai,8
3866115,cn,31.1721992492676,119.703002929688,Xingzhuang,0,Asia/Shanghai,8
3866111,cn,31.1805992126465,119.525001525879,Shiyanli,0,Asia/Shanghai,8
3866110,cn,31.1693992614746,119.458000183105,Songlin,0,Asia/Shanghai,8
3866105,cn,31.2082996368408,119.380996704102,Tiangan,0,Asia/Shanghai,8
3866103,cn,31.247200012207,119.833000183105,Zhoushu,0,Asia/Shanghai,8
3866101,cn,31.25,119.567001342773,Hengshan,0,Asia/Shanghai,8
3866100,cn,31.25,119.502998352051,Xinchating,0,Asia/Shanghai,8
3866098,cn,31.2861003875732,119.772003173828,Longtoucun,0,Asia/Shanghai,8
3866096,cn,31.2943992614746,119.664001464844,Shanjuan,0,Asia/Shanghai,8
3866094,cn,31.2693996429443,119.432998657227,Fengjiabian,0,Asia/Shanghai,8
3866093,cn,31.2971992492676,119.411003112793,Daochangbu,0,Asia/Shanghai,8
3866080,cn,31.3472003936768,119.828002929688,Longtan,0,Asia/Shanghai,8
3866076,cn,31.3360996246338,119.491996765137,Daibei,0,Asia/Shanghai,8
3866071,cn,31.36669921875,119.03099822998,Shucun,0,Asia/Shanghai,8
3866056,cn,31.4167003631592,119.055999755859,Jingtang,0,Asia/Shanghai,8
3866046,cn,31.4750003814697,119.932998657227,Wanshi,0,Asia/Shanghai,8
3866009,cn,31.6499996185303,119.97200012207,Miaoqiao,1,Asia/Shanghai,8
3866002,cn,31.6555995941162,119.039001464844,Chengjiao,0,Asia/Shanghai,8
3866001,cn,31.6805992126465,119.974998474121,Qingshancun,0,Asia/Shanghai,8
3866000,cn,31.6972007751465,119.897003173828,Lujiaxiang,0,Asia/Shanghai,8
3865999,cn,31.6833000183105,119.786003112793,Jiaze,0,Asia/Shanghai,8
3865993,cn,31.6749992370605,119.064002990723,Shilipai,0,Asia/Shanghai,8
3865974,cn,31.7971992492676,119.877998352051,Beigang,0,Asia/Shanghai,8
3865969,cn,31.7889003753662,119.293998718262,Maoshan,0,Asia/Shanghai,8
3865965,cn,31.8166999816895,119.963996887207,Sanjing,0,Asia/Shanghai,8
3865961,cn,31.8138999938965,119.333000183105,Miaoxi,0,Asia/Shanghai,8
3865959,cn,31.8444004058838,119.872001647949,Lüshu,0,Asia/Shanghai,8
3865940,cn,31.8999996185303,119.807998657227,Luoxi,2,Asia/Shanghai,8
3865916,cn,31.9832992553711,119.608001708984,Huanghuo,1,Asia/Shanghai,8
3865833,cn,32.3471984863281,120.567001342773,Daming,0,Asia/Shanghai,8
3865814,cn,32.4082984924316,120.583000183105,Xinmin,1,Asia/Shanghai,8
3865792,cn,32.480598449707,120.161003112793,Taiyu,0,Asia/Shanghai,8
3865781,cn,32.50830078125,120.136001586914,Jiangnian,0,Asia/Shanghai,8
3865775,cn,32.5499992370605,120.150001525879,Guanzhuang,0,Asia/Shanghai,8
3865760,cn,32.6027984619141,120.069000244141,Zhongzhuchang,0,Asia/Shanghai,8
3865745,cn,32.6777992248535,120.263999938965,Baidian,0,Asia/Shanghai,8
3865733,cn,32.75,120.166999816895,Zhangguo,0,Asia/Shanghai,8
3865731,cn,32.75,120.067001342773,Guzhuang,0,Asia/Shanghai,8
3865724,cn,32.7722015380859,120.430999755859,Huajiazao,0,Asia/Shanghai,8
3865676,cn,32.0013999938965,119.621002197266,Jinglin,1,Asia/Shanghai,8
3865672,cn,32.0250015258789,119.03099822998,Shang'anziqiao,0,Asia/Shanghai,8
3865660,cn,32.0699996948242,119.849998474121,Jiepai,0,Asia/Shanghai,8
3865658,cn,32.0694007873535,119.752998352051,Matunlijia,1,Asia/Shanghai,8
3865646,cn,32.1027984619141,119.022003173828,Shifo'an,0,Asia/Shanghai,8
3865637,cn,32.1472015380859,119.352996826172,Shitougang,0,Asia/Shanghai,8
3865633,cn,32.1944007873535,119.703002929688,Gexiangli,0,Asia/Shanghai,8
3865632,cn,32.1693992614746,119.668998718262,Jiangdai,0,Asia/Shanghai,8
3865624,cn,32.2144012451172,119.68399810791,Hanqiao,0,Asia/Shanghai,8
3865620,cn,32.2139015197754,119.303001403809,Shiye,0,Asia/Shanghai,8
3865617,cn,32.2491989135742,119.907997131348,Yong'anzhou,1,Asia/Shanghai,8
3865600,cn,32.3286018371582,119.901000976562,Xuzhuang,0,Asia/Shanghai,8
3865588,cn,32.3456001281738,119.703002929688,Zhongzha,1,Asia/Shanghai,8
3865577,cn,32.3694000244141,119.458000183105,Tangwang,0,Asia/Shanghai,8
3865576,cn,32.3889007568359,119.407997131348,Shuangqiao,0,Asia/Shanghai,8
3865575,cn,32.3972015380859,119.356002807617,Yinjiahu,0,Asia/Shanghai,8
3865569,cn,32.3993988037109,119.886001586914,Sixiang,0,Asia/Shanghai,8
3865565,cn,32.4082984924316,119.606002807617,Zhengyi,0,Asia/Shanghai,8
3865561,cn,32.4028015136719,119.296997070312,Zhangjiaying,0,Asia/Shanghai,8
3865554,cn,32.4639015197754,119.513999938965,Tai'an,0,Asia/Shanghai,8
3865464,cn,32.763599395752,119.448997497559,Wu'an,0,Asia/Shanghai,8
3865456,cn,32.8111000061035,119.439002990723,Huayuanzhuang,0,Asia/Shanghai,8
3865443,cn,32.894401550293,119.835998535156,Lincheng,0,Asia/Shanghai,8
3865436,cn,32.9255981445312,119.858001708984,Duotian,0,Asia/Shanghai,8
3863887,se,59.9000015258789,18.9832992553711,Bylehamn,1,Europe/Stockholm,1
3863871,se,59.8333015441895,18.9167003631592,Överlöpe,0,Europe/Stockholm,1
3863848,se,59.7999992370605,18.8999996185303,Sunddalen,0,Europe/Stockholm,1
3863847,se,59.7750015258789,18.9333000183105,Norrsjön,0,Europe/Stockholm,1
3863720,mx,22.6499996185303,-98.5500030517578,Graciano Sanchez,0,America/Monterrey,-6
3863453,mx,24.8500003814697,-98.1500015258789,San Fernando,0,America/Monterrey,-6
3863199,mx,27.4669127113442,-99.5260925292969,Laredo,0,America/Chicago,-6
3863146,fi,65.3167037963867,25.5,Paasonperä,0,Europe/Helsinki,2
3862919,cn,31.3624992370605,118.945999145508,Gubai,0,Asia/Shanghai,8
3862905,cn,31.69580078125,118.925003051758,Caocun,0,Asia/Shanghai,8
3862903,cn,31.7082996368408,118.712997436523,Yaotoucun,0,Asia/Shanghai,8
3862900,cn,31.7250003814697,118.862998962402,Donghucun,0,Asia/Shanghai,8
3862896,cn,31.7749996185303,118.682998657227,Dafengcun,0,Asia/Shanghai,8
3862892,cn,31.7999992370605,118.883003234863,Yangshuwan,0,Asia/Shanghai,8
3862891,cn,31.8083000183105,118.787002563477,Hutou,0,Asia/Shanghai,8
3862889,cn,31.8542003631592,118.712997436523,Datangjin,0,Asia/Shanghai,8
3862887,cn,31.8292007446289,118.596000671387,Qingxiu,0,Asia/Shanghai,8
3862884,cn,31.88330078125,118.900001525879,Jiexi,0,Asia/Shanghai,8
3862883,cn,31.8791999816895,118.807998657227,Zhucun,1,Asia/Shanghai,8
3862877,cn,31.9125003814697,118.858001708984,Fangshan,0,Asia/Shanghai,8
3862876,cn,31.9083003997803,118.811996459961,Yinxiang,0,Asia/Shanghai,8
3862875,cn,31.8999996185303,118.712997436523,Sanbanqiao,0,Asia/Shanghai,8
3862868,cn,31.9832992553711,118.916999816895,Yucun,0,Asia/Shanghai,8
3862867,cn,31.9624996185303,118.75,Tiexinqiao,0,Asia/Shanghai,8
3862865,cn,31.9874992370605,118.724998474121,Shazhou,0,Asia/Shanghai,8
3862857,cn,32.0125007629395,118.791999816895,Shimenkan,0,Asia/Shanghai,8
3862856,cn,32.0041999816895,118.766998291016,Yuhuazhen,0,Asia/Shanghai,8
3862854,cn,32.0167007446289,118.592002868652,Jianshe,1,Asia/Shanghai,8
3862852,cn,32.05419921875,118.916999816895,Qilin,0,Asia/Shanghai,8
3862851,cn,32.0999984741211,118.782997131348,Xiaoshizhen,0,Asia/Shanghai,8
3862850,cn,32.0750007629395,118.625,Chengdong,0,Asia/Shanghai,8
3862844,cn,32.1124992370605,118.954002380371,Dongchanglin,0,Asia/Shanghai,8
3862843,cn,32.125,118.920997619629,Qianjiadu,0,Asia/Shanghai,8
3862841,cn,32.1478004455566,118.708000183105,Taishanxinzhen,0,Asia/Shanghai,8
3862835,cn,32.1833000183105,118.916999816895,Daizhuang,0,Asia/Shanghai,8
3862831,cn,32.1666984558105,118.712997436523,Yanjiang,0,Asia/Shanghai,8
3862829,cn,32.1749992370605,118.670997619629,Shenzhuang,0,Asia/Shanghai,8
3862815,cn,32.3250007629395,118.762001037598,Taiwan,0,Asia/Shanghai,8
3862804,cn,32.42919921875,118.978996276855,Zaoyuan,0,Asia/Shanghai,8
3862774,cn,32.7874984741211,118.641998291016,Chachang,0,Asia/Shanghai,8
3862773,cn,32.7902984619141,118.587997436523,Wangdian,0,Asia/Shanghai,8
3862728,cn,33.11669921875,118.787002563477,Sanhe,0,Asia/Shanghai,8
3862709,cn,33.2874984741211,118.932998657227,Duzhuang,0,Asia/Shanghai,8
3862707,cn,33.2916984558105,118.866996765137,Gaojian,0,Asia/Shanghai,8
3862599,cn,33.7332992553711,118.737998962402,Geji,0,Asia/Shanghai,8
3862533,cn,33.9333000183105,118.353996276855,Zhuoxu,0,Asia/Shanghai,8
3862511,cn,33.9625015258789,118.454002380371,Xinzhuang,0,Asia/Shanghai,8
3861417,mx,22.25,-102.932998657227,Encarnación,0,America/Mexico_City,-6
3861307,mx,22.5666999816895,-102,Bajío de San Nicolás,0,America/Mexico_City,-6
3861223,mx,22.75,-102.599998474121,El Orito,0,America/Mexico_City,-6
3860785,mx,23.4666996002197,-102.666999816895,El Noventa,0,America/Mexico_City,-6
3860387,mx,23.9500007629395,-102.616996765137,El Encinal,0,America/Mexico_City,-6
3860377,mx,24.1833000183105,-102.733001708984,Matías Ramos,0,America/Mexico_City,-6
3860166,mx,21.38330078125,-99.0667037963867,Zacatipa,0,America/Mexico_City,-6
3860165,mx,21.38330078125,-99.0167007446289,Apetzco,0,America/Mexico_City,-6
3860164,mx,21.4167003631592,-99.0167007446289,Ahuayo,0,America/Mexico_City,-6
3860065,mx,21.75,-98.9666976928711,Beatriz,0,America/Mexico_City,-6
3860025,mx,21.9167003631592,-98.9832992553711,Los Nopales,0,America/Mexico_City,-6
3860010,mx,21.9832992553711,-98.7667007446289,Antiguo Tamuín,1,America/Mexico_City,-6
3859926,mx,21.9167003631592,-99.1832962036133,Los Remedios,0,America/Mexico_City,-6
3859853,mx,21.8500003814697,-99.9666976928711,Bordo Blanco,0,America/Mexico_City,-6
3859627,mx,22.0167007446289,-99.0667037963867,Valles,1,America/Mexico_City,-6
3859609,mx,22.0832996368408,-99.3000030517578,Damían Carmona,2,America/Mexico_City,-6
3859451,mx,22.25,-100.133003234863,El Progeso,0,America/Mexico_City,-6
3859417,mx,22.0167007446289,-100.766998291016,La Esperanza,0,America/Mexico_City,-6
3859396,mx,22.13330078125,-100.849998474121,San Nicolás,0,America/Mexico_City,-6
3859395,mx,22.13330078125,-100.883003234863,La Libertad,0,America/Mexico_City,-6
3859367,mx,22.38330078125,-100.550003051758,Rancho Nuevo de la Cruz,0,America/Mexico_City,-6
3859329,mx,22.0832996368408,-101.116996765137,Pozuelos,0,America/Mexico_City,-6
3859316,mx,22.2000007629395,-101.083000183105,Suspiro Picacho,0,America/Mexico_City,-6
3859271,mx,22.52089,-99.32355,El Naranjo,2,America/Mexico_City,-6
3859075,mx,22.6667003631592,-101.717002868652,El Carmen,0,America/Mexico_City,-6
3858965,mx,23.2999992370605,-100.800003051758,El Matorral,0,America/Mexico_City,-6
3858789,mx,23.61669921875,-100.967002868652,San Rafael de las Torres,0,America/Mexico_City,-6
3858784,mx,23.6499996185303,-100.949996948242,El Mastranto,0,America/Mexico_City,-6
3858779,mx,23.7000007629395,-100.866996765137,El Refugio,0,America/Mexico_City,-6
3857139,cn,34.00830078125,118.442001342773,Zhuwei,0,Asia/Shanghai,8
3857136,cn,34.0250015258789,118.28099822998,Liuzhuang,0,Asia/Shanghai,8
3857128,cn,34.0555992126465,118.303001403809,Xiaodian,0,Asia/Shanghai,8
3857123,cn,34.0861015319824,118.842002868652,Tangfang,0,Asia/Shanghai,8
3857122,cn,34.0971984863281,118.791999816895,Xuzhuang,1,Asia/Shanghai,8
3857113,cn,34.1194000244141,118.805999755859,Guoyuan,0,Asia/Shanghai,8
3857049,cn,34.2943992614746,118.002998352051,Houbaoche,0,Asia/Shanghai,8
3856869,cn,34.230598449707,117.25,Xiahetou,0,Asia/Shanghai,8
3856868,cn,34.2056007385254,117.180999755859,Beizhaishan,0,Asia/Shanghai,8
3856867,cn,34.2193984985352,117.150001525879,Chapeng,0,Asia/Shanghai,8
3856853,cn,34.25,117.213996887207,Shizishan,0,Asia/Shanghai,8
3856842,cn,34.2750015258789,117.282997131348,Donghecun,0,Asia/Shanghai,8
3856811,cn,34.386100769043,117.460998535156,Quanhe,1,Asia/Shanghai,8
3856799,cn,34.4277992248535,117.460998535156,Daquan,0,Asia/Shanghai,8
3856288,at,48.2167015075684,16.1000003814697,Troppberg,0,Europe/Vienna,1
3856253,at,48.20424,16.09802,Irenental,0,Europe/Vienna,1
3856252,at,48.2000007629395,16.1000003814697,Brettwies,1,Europe/Vienna,1
3855863,at,48.0167007446289,16.2332992553711,Einöde,0,Europe/Vienna,1
3855706,cn,34.0499992370605,119.199996948242,Zhangtangzhuang,0,Asia/Shanghai,8
3855656,cn,34.2167015075684,119.574996948242,Changmao,0,Asia/Shanghai,8
3855635,cn,34.3333015441895,119.853996276855,Chaohe,0,Asia/Shanghai,8
3855634,cn,34.3499984741211,119.795997619629,Caogang,0,Asia/Shanghai,8
3855605,cn,34.3541984558105,119.532997131348,Xudagou,0,Asia/Shanghai,8
3855570,cn,34.4249992370605,119.241996765137,Dongtangzhuang,0,Asia/Shanghai,8
3855566,cn,34.44580078125,119.083000183105,Qiandatun,0,Asia/Shanghai,8
3855555,cn,34.55419921875,119.170997619629,Hongmenxiang,0,Asia/Shanghai,8
3855548,cn,34.7000007629395,119.366996765137,Yunshan,0,Asia/Shanghai,8
3855547,cn,34.6417007446289,119.233001708984,Huaguoshan,0,Asia/Shanghai,8
3855546,cn,34.625,119.233001708984,Danglu,1,Asia/Shanghai,8
3855532,cn,34.8791999816895,119.153999328613,Dapanzi,0,Asia/Shanghai,8
3852752,mx,27.4832992553711,-107.866996765137,San Rafael,0,America/Chihuahua,-7
3852482,mx,27.5499992370605,-107.782997131348,Mogolabo,0,America/Chihuahua,-7
3852255,mx,28.3999996185303,-105.616996765137,Lazaro Cardenas,0,America/Chihuahua,-7
3852054,mx,28.9500007629395,-106.317001342773,La Cendradita,0,America/Chihuahua,-7
3851997,mx,27.6499996185303,-107.849998474121,Huichigomachi,0,America/Chihuahua,-7
3851797,mx,31.61669921875,-106.333000183105,El Sauzal,1,America/Ojinaga,-7
3851271,mx,26.8166999816895,-107.083000183105,Bajío Las Palmas,0,America/Chihuahua,-7
3851221,mx,31.7833003997803,-106.583000183105,Alfredo V. Bonfil,0,America/Ojinaga,-7
3846887,cy,34.7000007629395,33,Berengaria Village,0,Asia/Nicosia,2
3846765,cy,34.74169921875,32.8875007629395,Souni,0,Asia/Nicosia,2
3846762,cy,34.7332992553711,32.8791999816895,Zanaja,1,Asia/Nicosia,2
3846088,at,47.5,14.5333003997803,Größing,0,Europe/Vienna,1
3845879,at,47.4166984558105,14.4499998092651,Pölsen,0,Europe/Vienna,1
3845700,at,47.3499984741211,14.3332996368408,Hinterwinkel,0,Europe/Vienna,1
3845684,at,47.3333015441895,14.4833002090454,Lerchgraben,0,Europe/Vienna,1
3845530,at,47.2832984924316,14.5166997909546,Wenischgraben,1,Europe/Vienna,1
3845518,at,47.2738990783691,14.4933004379272,Falting,1,Europe/Vienna,1
3845408,at,47.25249,14.36824,Lachtal,18,Europe/Vienna,1
3842657,cn,27.9013996124268,108.750999450684,Zhaigongping,0,Asia/Shanghai,8
3842611,cn,27.111400604248,107.466003417969,Yinzhan,1,Asia/Shanghai,8
3842165,cn,29.034200668335,107.38500213623,Shiren,0,Asia/Shanghai,8
3839733,se,62.4536018371582,17.4724998474121,Stornäset,0,Europe/Stockholm,1
3839677,se,62.3847007751465,17.2861003875732,Södermalm,0,Europe/Stockholm,1
3838535,ir,36.2332992553711,50.0499992370605,Dīzaj,0,Asia/Tehran,4
3836165,cn,24.9582996368408,104.932998657227,Nahui,0,Asia/Shanghai,8
3836082,cn,25.6875,106.896003723145,Hanglong,0,Asia/Shanghai,8
3836021,cn,25.1000003814697,105.487998962402,Zhaoti,0,Asia/Shanghai,8
3836015,cn,25.1042003631592,105.016998291016,Louna,0,Asia/Shanghai,8
3835991,cn,25.2292003631592,105.182998657227,Zhulin,0,Asia/Shanghai,8
3835976,cn,25.4249992370605,105.625,Dabei,1,Asia/Shanghai,8
3835959,cn,25.4167003631592,105.217002868652,Yangsitun,0,Asia/Shanghai,8
3835951,cn,25.49169921875,105.003997802734,Jintang,0,Asia/Shanghai,8
3835891,cn,25.8332996368408,105.233001708984,Shizi,0,Asia/Shanghai,8
3835862,cn,25.0499992370605,104.949996948242,Fengdu,0,Asia/Shanghai,8
3835772,se,62.9832992553711,17.86669921875,Hjälta,1,Europe/Stockholm,1
3835754,se,62.9166984558105,17.9333000183105,Bergsviken,0,Europe/Stockholm,1
3835699,se,62.8166999816895,17.9832992553711,Sandöverken,3,Europe/Stockholm,1
3835541,cn,26.11669921875,106.650001525879,Huishui,0,Asia/Shanghai,8
3835500,cn,26.3871994018555,106.58699798584,Dangwu,1,Asia/Shanghai,8
3835488,cn,26.6583003997803,106.650001525879,Jinzhuzhen,0,Asia/Shanghai,8
3835476,cn,26.5583000183105,106.483001708984,Dongmenqiao,0,Asia/Shanghai,8
3835461,cn,26.6667003631592,106.641998291016,Yanshanhong,0,Asia/Shanghai,8
3835408,cn,25.9981002807617,105.657997131348,Huangguoshu Zhen,0,Asia/Shanghai,8
3835402,cn,26.0333003997803,105.633003234863,Xinggong,0,Asia/Shanghai,8
3835368,cn,26.1833000183105,105.483001708984,Yutang,0,Asia/Shanghai,8
3835363,cn,26.2219009399414,105.452003479004,Pingzhai Zhen,0,Asia/Shanghai,8
3835246,cn,26.75,105.375,Maochang,0,Asia/Shanghai,8
3834397,se,63.5167007446289,19.5832996368408,Bäcknäset,0,Europe/Stockholm,1
3834031,at,47.2167015075684,12.8332996368408,Steg,0,Europe/Vienna,1
3834030,at,47.2167015075684,12.8332996368408,Herrenhaus,0,Europe/Vienna,1
3833526,at,47.0499992370605,12.8166999816895,Marx,0,Europe/Vienna,1
3832582,cn,27.7752990722656,106.857002258301,Hailong,0,Asia/Shanghai,8
3832276,cn,28.3474998474121,106.458999633789,Chayuan,0,Asia/Shanghai,8
3832219,cn,28.4650001525879,105.830001831055,Bing'an,0,Asia/Shanghai,8
3832218,cn,28.4650001525879,105.766998291016,Kaixuan,0,Asia/Shanghai,8
3831972,se,63.99169921875,20.8999996185303,Båkskäret,0,Europe/Stockholm,1
3830539,cn,30.8332996368408,119.467002868652,Shangyang,0,Asia/Shanghai,8
3830411,cn,30.9416999816895,118.583000183105,Qiaotou,0,Asia/Shanghai,8
3830356,cn,30.8999996185303,118.358001708984,Hejiadian,1,Asia/Shanghai,8
3830237,cn,30.9416999816895,117.849998474121,Xihu,0,Asia/Shanghai,8
3830199,cn,31.0750007629395,119.550003051758,Xinhangzhen,0,Asia/Shanghai,8
3830174,cn,31.1667003631592,119.217002868652,Xianzhuchang,0,Asia/Shanghai,8
3830109,cn,31.13330078125,118.583000183105,Liangzhongchang,0,Asia/Shanghai,8
3830103,cn,31.2000007629395,118.942001342773,Yangtian,0,Asia/Shanghai,8
3830087,cn,31.1833000183105,118.616996765137,Laocunjie,0,Asia/Shanghai,8
3830044,cn,31.0666999816895,118.175003051758,Wuli,0,Asia/Shanghai,8
3829849,cn,31.5583000183105,118.557998657227,Zanghan,0,Asia/Shanghai,8
3829836,cn,31.6417007446289,118.633003234863,Xushan,0,Asia/Shanghai,8
3829831,cn,31.6499996185303,118.525001525879,Jiashan,0,Asia/Shanghai,8
3829830,cn,31.36669921875,118.449996948242,Wangxu,0,Asia/Shanghai,8
3829760,cn,31.6499996185303,118.491996765137,Gangzi,0,Asia/Shanghai,8
3829737,cn,31.6916999816895,118.532997131348,Fengqiao,0,Asia/Shanghai,8
3829736,cn,31.6749992370605,118.483001708984,Yushan,1,Asia/Shanghai,8
3829719,cn,31.75,118.282997131348,Houhuliu,0,Asia/Shanghai,8
3829714,cn,31.7250003814697,118.083000183105,Jiulian,2,Asia/Shanghai,8
3829673,cn,31.94479,118.28028,Shiyangzhen,0,Asia/Shanghai,8
3829594,cn,31.5417003631592,117.766998291016,Qiaowan,0,Asia/Shanghai,8
3829592,cn,31.5832996368408,117.782997131348,Zhangjiahu,0,Asia/Shanghai,8
3829574,cn,31.6749992370605,117.807998657227,Pengcun,0,Asia/Shanghai,8
3829462,cn,31.9666996002197,117.516998291016,Caixiaoying,0,Asia/Shanghai,8
3828339,at,47.7167015075684,14.3000001907349,Örgl,0,Europe/Vienna,1
3828272,at,47.7000007629395,14.2666997909546,Walchegg,0,Europe/Vienna,1
3828252,at,47.7000007629395,14.1667003631592,Farnau,0,Europe/Vienna,1
